,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
235,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,734
236,0.7,Very Good,G,SI1,62.1,58.0,5.66,5.7,3.53,2290
237,1.01,Premium,H,IF,62.1,59.0,6.47,6.41,4.0,6946
238,1.5,Very Good,H,SI2,62.5,60.0,7.25,7.32,4.55,7301
239,0.9,Very Good,D,VS1,62.2,58.0,6.14,6.18,3.83,5477
240,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,403
241,0.25,Good,E,VVS2,58.0,65.0,4.13,4.18,2.41,495
242,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,969
243,0.73,Very Good,D,SI2,60.4,59.0,5.8,5.86,3.52,2378
244,0.4,Very Good,G,IF,61.2,57.0,4.77,4.79,2.92,1281
245,0.3,Ideal,E,VS2,61.5,55.0,4.33,4.29,2.65,627
246,1.01,Premium,J,VVS2,62.7,59.0,6.46,6.39,4.03,4474
247,0.51,Ideal,D,SI2,62.5,55.0,5.12,5.15,3.21,1272
248,1.72,Premium,F,I1,60.1,58.0,7.77,7.74,4.66,8002
249,0.51,Good,E,SI1,64.3,54.0,5.1,5.07,3.27,1357
250,0.7,Ideal,E,VS1,62.2,58.0,5.67,5.71,3.54,3436
251,0.52,Good,H,VS2,63.6,57.0,5.05,5.1,3.23,1337
252,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,4103
253,0.31,Ideal,F,VS2,62.1,57.0,4.34,4.36,2.7,634
254,1.01,Good,G,SI1,63.6,57.0,6.33,6.37,4.04,4390
255,1.24,Good,E,SI1,63.5,55.0,6.82,6.86,4.35,7218
256,1.01,Very Good,I,SI1,60.1,59.0,6.44,6.47,3.88,3773
257,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,5919
258,0.9,Good,G,SI1,63.7,60.0,6.11,6.07,3.88,3534
259,0.56,Ideal,E,VS2,61.6,57.0,5.3,5.32,3.27,2028
260,0.8,Very Good,F,SI1,61.6,56.0,5.96,6.0,3.68,3130
261,0.3,Ideal,D,SI1,62.5,57.0,4.32,4.29,2.69,569
262,0.76,Ideal,H,VS2,62.7,57.0,5.82,5.86,3.66,2978
263,1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6088
264,1.51,Very Good,J,VS1,61.4,57.0,7.3,7.38,4.51,8495
265,1.21,Ideal,H,VVS2,61.3,56.0,6.85,6.89,4.21,8679
266,0.7,Ideal,F,SI1,61.5,57.0,5.67,5.74,3.51,2556
267,0.53,Ideal,I,VS2,62.2,56.0,5.15,5.2,3.22,1353
268,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,1560
269,0.41,Ideal,G,IF,61.7,56.0,4.79,4.81,2.96,1409
270,0.37,Very Good,F,VS2,61.0,58.0,4.61,4.63,2.82,843
271,0.58,Ideal,F,SI2,60.9,57.0,5.4,5.44,3.3,1477
272,0.72,Premium,F,SI1,59.5,62.0,5.85,5.74,3.45,2639
273,1.5,Good,G,SI1,58.4,65.0,7.45,7.41,4.34,9237
274,1.31,Very Good,H,VS2,61.4,59.0,6.96,7.01,4.29,7898
275,1.0,Very Good,D,SI1,62.1,58.0,6.34,6.45,3.97,5223
276,0.41,Premium,G,VVS1,60.3,60.0,4.78,4.74,2.87,1293
277,0.38,Ideal,F,VVS1,61.0,57.0,4.67,4.71,2.86,1218
278,0.35,Premium,E,VVS1,60.7,59.0,4.58,4.55,2.77,1074
279,0.3,Premium,D,VS2,61.7,58.0,4.32,4.3,2.66,640
280,1.13,Ideal,I,VS1,61.6,54.0,6.72,6.74,4.15,6255
281,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,1107
282,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1093
283,0.5,Good,D,SI1,63.9,56.0,5.02,4.93,3.18,1364
284,0.31,Ideal,E,VS2,61.5,56.0,4.39,4.42,2.71,667
285,1.72,Good,D,SI2,63.4,62.0,7.53,7.59,4.79,11465
286,1.27,Ideal,H,SI1,59.8,57.0,7.08,7.01,4.22,6812
287,1.0,Good,D,VS2,62.8,61.0,6.31,6.34,3.97,5770
288,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,10454
289,0.38,Very Good,F,VS2,60.9,56.0,4.67,4.72,2.86,886
290,2.39,Ideal,J,VS1,62.1,57.0,8.53,8.57,5.31,21152
291,1.01,Premium,F,SI1,62.2,59.0,6.36,6.41,3.97,4987
292,0.31,Premium,H,VVS1,62.6,58.0,4.33,4.29,2.7,706
293,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15850
294,0.7,Good,F,SI1,61.1,61.0,5.68,5.71,3.48,2342
295,1.01,Fair,I,I1,56.1,63.0,6.7,6.65,3.74,2003
296,1.55,Very Good,H,VS2,63.3,56.0,7.38,7.32,4.65,10837
297,0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,961
298,1.51,Premium,E,SI1,62.9,62.0,7.31,7.21,4.57,11169
299,0.26,Very Good,D,VVS2,59.1,59.0,4.21,4.28,2.51,578
300,1.01,Premium,D,SI1,59.8,54.0,6.6,6.5,3.93,5469
301,0.42,Very Good,D,SI1,60.2,57.0,4.85,4.89,2.93,1022
302,1.03,Premium,H,I1,62.9,59.0,6.41,6.3,4.0,2652
303,1.57,Ideal,I,SI2,62.6,58.0,7.38,7.41,4.63,7472
304,1.01,Very Good,G,VS1,63.1,55.0,6.34,6.37,4.01,5834
305,2.51,Premium,J,SI2,59.3,58.0,8.87,8.83,5.25,14614
306,0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2670
307,0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4904
308,0.32,Ideal,E,SI2,62.7,55.0,4.39,4.42,2.76,507
309,1.25,Premium,J,SI2,62.3,59.0,6.82,6.86,4.26,3939
310,2.26,Premium,I,SI2,62.0,58.0,8.4,8.37,5.2,14512
311,0.28,Ideal,G,IF,60.9,57.0,4.24,4.27,2.59,688
312,1.52,Ideal,I,SI1,61.4,57.0,7.4,7.43,4.55,8544
313,0.4,Good,D,VS1,56.3,59.0,4.94,4.97,2.79,1146
314,1.7,Very Good,F,SI2,63.4,57.0,7.54,7.57,4.79,10629
315,2.01,Good,J,SI2,63.4,59.0,7.95,7.99,5.05,9008
316,0.3,Ideal,D,VS2,62.2,54.0,4.31,4.28,2.67,654
317,0.55,Very Good,E,VS2,61.6,60.0,5.23,5.27,3.23,1868
318,0.33,Premium,E,VVS1,59.7,58.0,4.52,4.49,2.69,961
319,1.16,Ideal,G,VVS2,62.0,56.0,6.75,6.71,4.17,8676
320,1.51,Very Good,J,SI1,62.9,59.0,7.25,7.29,4.57,6645
321,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64,623
322,0.7,Very Good,E,VS1,63.4,57.0,5.63,5.67,3.58,3272
323,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,595
324,0.52,Ideal,E,VS2,61.2,56.0,5.2,5.16,3.17,1765
325,2.17,Premium,H,SI1,59.9,61.0,8.39,8.38,5.02,18261
326,1.37,Ideal,H,VS1,63.8,56.0,7.01,6.98,4.46,10042
327,0.3,Very Good,F,VVS1,61.0,57.0,4.33,4.36,2.65,743
328,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4929
329,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,927
330,0.32,Premium,G,VS2,61.0,59.0,4.42,4.46,2.71,620
331,0.2,Premium,D,VS2,61.7,60.0,3.77,3.72,2.31,298
332,0.7,Ideal,H,VS2,61.1,57.0,5.71,5.74,3.5,2551
333,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,2036
334,0.71,Ideal,I,VVS1,62.4,55.0,5.69,5.76,3.57,3068
335,1.16,Ideal,G,VVS1,61.9,55.0,6.75,6.78,4.19,9343
336,1.01,Premium,E,SI1,59.2,60.0,6.56,6.51,3.87,5243
337,0.4,Ideal,G,VVS2,62.6,53.0,4.72,4.77,2.97,1171
338,1.51,Good,F,SI2,62.9,55.0,7.22,7.28,4.56,8183
339,1.04,Very Good,I,SI2,61.6,58.0,6.47,6.58,4.02,3280
340,0.37,Ideal,I,SI1,60.7,60.0,4.6,4.62,2.8,599
341,0.37,Premium,F,VS2,60.5,59.0,4.62,4.67,2.81,866
342,0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,2199
343,2.01,Very Good,I,SI1,60.8,60.0,8.12,8.15,4.95,13764
344,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,8718
345,1.01,Very Good,G,VVS2,63.4,55.0,6.41,6.34,4.04,6369
346,2.01,Premium,H,SI1,62.7,59.0,8.08,8.03,5.05,15812
347,0.51,Very Good,J,SI1,63.3,56.0,5.12,5.02,3.21,863
348,0.53,Very Good,E,VS2,63.5,59.0,5.17,5.13,3.27,1742
349,1.01,Very Good,G,VS2,63.0,56.0,6.35,6.41,4.02,5241
350,0.31,Premium,E,VVS1,62.0,59.0,4.34,4.3,2.68,854
351,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,1035
352,0.31,Premium,H,VS1,61.4,61.0,4.36,4.33,2.67,601
353,0.77,Premium,G,VVS2,60.8,59.0,5.96,5.92,3.61,3930
